,client_id,stats_timestamp,total_attached_user,total_rejected_user,peak_upload_speed,peak_download_speed,enodeb_shutdown_count,handover_failure_count,bearer_active_user_count,bearer_rejected_user_count,total_users,total_dropped_packets,enodeb_connected_count,enodeb_connection_status,Z-score_peak_upload_speed,label_Z-score_peak_upload_speed,label_outlierpeak_upload_speed,label_outlier_peak_upload_speed,timestamp,Z-score_total_attached_user,label_Z-score_total_attached_user,label_outlier_total_attached_user,Z-score_handover_failure_count,label_Z-score_handover_failure_count,label_outlier_handover_failure_count,Z-score_bearer_active_user_count,label_Z-score_bearer_active_user_count,label_outlier_bearer_active_user_count,Z-score_total_users,label_Z-score_total_users,label_outlier_total_users,Z-score_total_dropped_packets,label_Z-score_total_dropped_packets,label_outlier_total_dropped_packets,Z-score_enodeb_connected_count,label_Z-score_enodeb_connected_count,label_outlier_enodeb_connected_count,Z-score_enodeb_connection_status,label_Z-score_enodeb_connection_status,label_outlier_enodeb_connection_status
10,BETAZRPDCOR001,2022-03-01 16:05:02,2,0,46095,0,0,0,0,0,0,1,2,33.3333,-0.7669137090196301,0,0,0,2022-03-01 16:05:02,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,-0.20554898941393482,0,0,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
11,BETAZRPDCOR001,2022-03-01 16:10:02,2,0,46118,0,0,0,0,0,0,1,2,33.3333,-0.7653205870646004,0,0,0,2022-03-01 16:10:02,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,-0.20554898941393482,0,0,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
12,BETAZRPDCOR001,2022-03-01 16:15:02,2,0,46140,0,0,0,0,0,0,1,2,33.3333,-0.7637967312815286,0,0,0,2022-03-01 16:15:02,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,-0.20554898941393482,0,0,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
13,BETAZRPDCOR001,2022-03-01 16:20:02,2,0,46164,0,0,0,0,0,0,1,2,33.3333,-0.7621343431545411,0,0,0,2022-03-01 16:20:02,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,-0.20554898941393482,0,0,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
14,BETAZRPDCOR001,2022-03-01 16:25:01,2,0,46187,0,0,0,0,0,0,1,2,33.3333,-0.7605412211995114,0,0,0,2022-03-01 16:25:01,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,-0.20554898941393482,0,0,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
15,BETAZRPDCOR001,2022-03-01 16:30:02,2,0,46217,0,0,0,0,0,0,1,2,33.3333,-0.7584632360407771,0,0,0,2022-03-01 16:30:02,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,-0.20554898941393482,0,0,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
16,BETAZRPDCOR001,2022-03-01 16:35:02,2,0,46250,0,0,0,0,0,0,1,2,33.3333,-0.7561774523661694,0,0,0,2022-03-01 16:35:02,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,-0.20554898941393482,0,0,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
17,BETAZRPDCOR001,2022-03-01 16:40:02,2,0,46279,0,0,0,0,0,0,1,2,33.3333,-0.7541687333793928,0,0,0,2022-03-01 16:40:02,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,-0.20554898941393482,0,0,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
18,BETAZRPDCOR001,2022-03-01 16:45:01,2,0,46311,0,0,0,0,0,0,1,2,33.3333,-0.7519522158767429,0,0,0,2022-03-01 16:45:01,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,-0.20554898941393482,0,0,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
19,BETAZRPDCOR001,2022-03-01 16:50:02,2,0,46341,0,0,0,0,0,0,1,2,33.3333,-0.7498742307180085,0,0,0,2022-03-01 16:50:02,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,-0.20554898941393482,0,0,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
20,BETAZRPDCOR001,2022-03-01 16:55:01,2,0,46371,0,0,25,100,0,1,1,2,33.3333,-0.7477962455592743,0,0,0,2022-03-01 16:55:01,1.5992249882066623,0,0,11.335452165669945,1,1,7.172104736901224,1,1,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
21,BETAZRPDCOR001,2022-03-01 17:00:02,2,0,46403,0,0,25,100,0,1,1,2,33.3333,-0.7455797280566243,0,0,0,2022-03-01 17:00:02,1.5992249882066623,0,0,11.335452165669945,1,1,7.172104736901224,1,1,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
22,BETAZRPDCOR001,2022-03-01 17:05:02,2,0,46433,0,0,25,100,0,1,1,2,33.3333,-0.74350174289789,0,0,0,2022-03-01 17:05:02,1.5992249882066623,0,0,11.335452165669945,1,1,7.172104736901224,1,1,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
23,BETAZRPDCOR001,2022-03-01 17:10:02,2,0,46464,0,0,25,100,0,1,1,2,33.3333,-0.7413544915671978,0,0,0,2022-03-01 17:10:02,1.5992249882066623,0,0,11.335452165669945,1,1,7.172104736901224,1,1,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
24,BETAZRPDCOR001,2022-03-01 17:15:02,2,0,46493,0,0,25,100,0,1,1,2,33.3333,-0.7393457725804213,0,0,0,2022-03-01 17:15:02,1.5992249882066623,0,0,11.335452165669945,1,1,7.172104736901224,1,1,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
25,BETAZRPDCOR001,2022-03-01 17:20:01,2,0,46525,0,0,25,100,0,1,1,2,33.3333,-0.7371292550777714,0,0,0,2022-03-01 17:20:01,1.5992249882066623,0,0,11.335452165669945,1,1,7.172104736901224,1,1,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
26,BETAZRPDCOR001,2022-03-01 17:25:02,2,0,46557,0,0,25,100,0,1,1,2,33.3333,-0.7349127375751214,0,0,0,2022-03-01 17:25:02,1.5992249882066623,0,0,11.335452165669945,1,1,7.172104736901224,1,1,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
27,BETAZRPDCOR001,2022-03-01 17:30:01,2,0,46587,0,0,27,100,0,2,1,2,33.3333,-0.7328347524163871,0,0,0,2022-03-01 17:30:01,1.5992249882066623,0,0,12.24982926991768,1,1,7.172104736901224,1,1,7.9165393267502475,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
28,BETAZRPDCOR001,2022-03-01 17:35:02,2,0,46620,0,0,27,100,0,2,1,2,33.3333,-0.7305489687417793,0,0,0,2022-03-01 17:35:02,1.5992249882066623,0,0,12.24982926991768,1,1,7.172104736901224,1,1,7.9165393267502475,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
29,BETAZRPDCOR001,2022-03-01 17:40:01,2,0,46649,0,0,27,100,0,2,1,2,33.3333,-0.7285402497550028,0,0,0,2022-03-01 17:40:01,1.5992249882066623,0,0,12.24982926991768,1,1,7.172104736901224,1,1,7.9165393267502475,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
30,BETAZRPDCOR001,2022-03-01 17:41:51,2,0,46693,0,0,27,100,0,2,1,2,33.3333,-0.7254925381888591,0,0,0,2022-03-01 17:41:51,1.5992249882066623,0,0,12.24982926991768,1,1,7.172104736901224,1,1,7.9165393267502475,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
31,BETAZRPDCOR001,2022-03-01 17:50:02,2,0,46744,0,0,27,86,0,1,1,2,33.3333,-0.7219599634190108,0,0,0,2022-03-01 17:50:02,1.5992249882066623,0,0,12.24982926991768,1,1,6.15529191739383,1,1,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
32,BETAZRPDCOR001,2022-03-01 17:55:02,2,0,5214,0,0,27,86,0,1,1,2,33.3333,-3.598584084826899,1,1,1,2022-03-01 17:55:02,1.5992249882066623,0,0,12.24982926991768,1,1,6.15529191739383,1,1,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
33,BETAZRPDCOR001,2022-03-01 18:00:03,2,0,46804,0,0,27,86,0,1,1,2,33.3333,-0.7178039931015421,0,0,0,2022-03-01 18:00:03,1.5992249882066623,0,0,12.24982926991768,1,1,6.15529191739383,1,1,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
34,BETAZRPDCOR001,2022-03-01 18:05:03,2,0,29221,0,0,27,86,0,1,1,2,33.3333,-1.9357110946357319,0,1,1,2022-03-01 18:05:03,1.5992249882066623,0,0,12.24982926991768,1,1,6.15529191739383,1,1,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
35,BETAZRPDCOR001,2022-03-01 18:10:02,2,0,46865,0,0,27,86,0,1,1,2,33.3333,-0.7135787566121157,0,0,0,2022-03-01 18:10:02,1.5992249882066623,0,0,12.24982926991768,1,1,6.15529191739383,1,1,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
36,BETAZRPDCOR001,2022-03-01 18:15:03,2,0,46896,0,0,27,86,0,1,1,2,33.3333,-0.7114315052814235,0,0,0,2022-03-01 18:15:03,1.5992249882066623,0,0,12.24982926991768,1,1,6.15529191739383,1,1,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
37,BETAZRPDCOR001,2022-03-01 18:20:02,2,0,46926,0,0,27,86,0,1,1,2,33.3333,-0.7093535201226892,0,0,0,2022-03-01 18:20:02,1.5992249882066623,0,0,12.24982926991768,1,1,6.15529191739383,1,1,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
38,BETAZRPDCOR001,2022-03-01 18:25:03,2,0,38218,0,0,0,0,0,0,1,2,33.3333,-1.3125233455313068,0,0,0,2022-03-01 18:25:03,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,-0.20554898941393482,0,0,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
39,BETAZRPDCOR001,2022-03-01 18:30:03,2,0,46986,0,0,0,0,0,0,1,2,33.3333,-0.7051975498052205,0,0,0,2022-03-01 18:30:03,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,-0.20554898941393482,0,0,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
40,BETAZRPDCOR001,2022-03-01 18:35:02,2,0,47016,0,0,0,0,0,0,1,2,33.3333,-0.7031195646464862,0,0,0,2022-03-01 18:35:02,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,-0.20554898941393482,0,0,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
41,BETAZRPDCOR001,2022-03-01 18:40:03,2,0,47048,0,0,0,0,0,0,1,2,33.3333,-0.7009030471438362,0,0,0,2022-03-01 18:40:03,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,-0.20554898941393482,0,0,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
42,BETAZRPDCOR001,2022-03-01 18:45:02,2,0,47079,0,0,0,0,0,0,1,2,33.3333,-0.6987557958131441,0,0,0,2022-03-01 18:45:02,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,-0.20554898941393482,0,0,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
43,BETAZRPDCOR001,2022-03-01 18:50:03,2,0,47111,0,0,0,0,0,0,1,2,33.3333,-0.6965392783104941,0,0,0,2022-03-01 18:50:03,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,-0.20554898941393482,0,0,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
44,BETAZRPDCOR001,2022-03-01 18:55:03,2,0,47143,0,0,0,0,0,0,1,2,33.3333,-0.6943227608078442,0,0,0,2022-03-01 18:55:03,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,-0.20554898941393482,0,0,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
45,BETAZRPDCOR001,2022-03-01 19:00:02,2,0,47173,0,0,0,0,0,0,1,2,33.3333,-0.6922447756491099,0,0,0,2022-03-01 19:00:02,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,-0.20554898941393482,0,0,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
46,BETAZRPDCOR001,2022-03-01 19:05:03,2,0,47204,0,0,0,0,0,0,1,2,33.3333,-0.6900975243184178,0,0,0,2022-03-01 19:05:03,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,-0.20554898941393482,0,0,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
47,BETAZRPDCOR001,2022-03-01 19:10:02,2,0,47233,0,0,0,0,0,0,1,2,33.3333,-0.6880888053316412,0,0,0,2022-03-01 19:10:02,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,-0.20554898941393482,0,0,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
48,BETAZRPDCOR001,2022-03-01 19:15:03,2,0,47265,0,0,0,0,0,0,1,2,33.3333,-0.6858722878289912,0,0,0,2022-03-01 19:15:03,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,-0.20554898941393482,0,0,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
49,BETAZRPDCOR001,2022-03-01 19:20:02,2,0,7378,0,0,0,0,0,0,1,2,33.3333,-3.448692088710196,1,1,1,2022-03-01 19:20:02,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,-0.20554898941393482,0,0,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
50,BETAZRPDCOR001,2022-03-01 19:25:02,2,0,47328,0,0,0,0,0,1,1,2,33.3333,-0.6815085189956491,0,0,0,2022-03-01 19:25:02,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
51,BETAZRPDCOR001,2022-03-01 19:30:03,2,0,47360,0,0,0,0,0,1,1,2,33.3333,-0.6792920014929992,0,0,0,2022-03-01 19:30:03,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
52,BETAZRPDCOR001,2022-03-01 19:35:03,2,0,47389,0,0,0,0,0,1,1,2,33.3333,-0.6772832825062227,0,0,0,2022-03-01 19:35:03,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
53,BETAZRPDCOR001,2022-03-01 19:40:02,2,0,47421,0,0,0,0,0,1,1,2,33.3333,-0.6750667650035728,0,0,0,2022-03-01 19:40:02,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
54,BETAZRPDCOR001,2022-03-01 19:45:03,2,0,47455,0,0,0,0,0,1,1,2,33.3333,-0.6727117151570072,0,0,0,2022-03-01 19:45:03,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
55,BETAZRPDCOR001,2022-03-01 19:50:02,2,0,47487,0,0,0,0,0,1,1,2,33.3333,-0.6704951976543573,0,0,0,2022-03-01 19:50:02,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
56,BETAZRPDCOR001,2022-03-01 19:55:03,2,0,47520,0,0,0,0,0,1,1,2,33.3333,-0.6682094139797494,0,0,0,2022-03-01 19:55:03,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
57,BETAZRPDCOR001,2022-03-01 20:00:02,2,0,47549,0,0,0,0,0,1,1,2,33.3333,-0.666200694992973,0,0,0,2022-03-01 20:00:02,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
58,BETAZRPDCOR001,2022-03-01 20:05:03,2,0,47580,0,0,0,0,0,1,1,2,33.3333,-0.6640534436622808,0,0,0,2022-03-01 20:05:03,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
59,BETAZRPDCOR001,2022-03-01 20:10:02,2,0,47609,0,0,0,0,0,1,1,2,33.3333,-0.6620447246755043,0,0,0,2022-03-01 20:10:02,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
60,BETAZRPDCOR001,2022-03-01 20:15:03,2,0,47640,0,0,0,0,0,1,1,2,33.3333,-0.6598974733448122,0,0,0,2022-03-01 20:15:03,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
61,BETAZRPDCOR001,2022-03-01 20:20:02,2,0,47670,0,0,0,0,0,1,1,2,33.3333,-0.6578194881860778,0,0,0,2022-03-01 20:20:02,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
62,BETAZRPDCOR001,2022-03-01 20:25:02,2,0,47702,0,0,0,0,0,0,1,2,33.3333,-0.6556029706834279,0,0,0,2022-03-01 20:25:02,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,-0.20554898941393482,0,0,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
63,BETAZRPDCOR001,2022-03-01 20:30:03,2,0,47733,0,0,0,0,0,0,1,2,33.3333,-0.6534557193527357,0,0,0,2022-03-01 20:30:03,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,-0.20554898941393482,0,0,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
64,BETAZRPDCOR001,2022-03-01 20:35:02,2,0,47762,0,0,0,0,0,0,1,2,33.3333,-0.6514470003659593,0,0,0,2022-03-01 20:35:02,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,-0.20554898941393482,0,0,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
65,BETAZRPDCOR001,2022-03-01 20:40:03,2,0,47793,0,0,0,0,0,0,1,2,33.3333,-0.6492997490352671,0,0,0,2022-03-01 20:40:03,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,-0.20554898941393482,0,0,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
66,BETAZRPDCOR001,2022-03-01 20:45:02,2,0,47823,0,0,0,0,0,1,1,2,33.3333,-0.6472217638765327,0,0,0,2022-03-01 20:45:02,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
67,BETAZRPDCOR001,2022-03-01 20:50:03,2,0,47855,0,0,0,0,0,1,1,2,33.3333,-0.6450052463738828,0,0,0,2022-03-01 20:50:03,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,3.8554951686681562,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
68,BETAZRPDCOR001,2022-03-01 20:55:03,2,0,47886,0,0,0,0,0,2,1,2,33.3333,-0.6428579950431906,0,0,0,2022-03-01 20:55:03,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,7.9165393267502475,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
69,BETAZRPDCOR001,2022-03-01 21:00:03,2,0,47916,0,0,0,0,0,2,1,2,33.3333,-0.6407800098844564,0,0,0,2022-03-01 21:00:03,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,7.9165393267502475,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
70,BETAZRPDCOR001,2022-03-01 21:05:02,2,0,47947,0,0,0,0,0,2,1,2,33.3333,-0.6386327585537642,0,0,0,2022-03-01 21:05:02,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,7.9165393267502475,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
71,BETAZRPDCOR001,2022-03-01 21:10:03,2,0,47976,0,0,0,0,0,2,1,2,33.3333,-0.6366240395669877,0,0,0,2022-03-01 21:10:03,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,7.9165393267502475,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
72,BETAZRPDCOR001,2022-03-01 21:15:02,2,0,48007,0,0,0,0,0,2,1,2,33.3333,-0.6344767882362955,0,0,0,2022-03-01 21:15:02,1.5992249882066623,0,0,-0.0942616374267396,0,0,-0.09084397386587154,0,0,7.9165393267502475,1,1,0.7342836885095885,0,0,-0.7342836885095885,0,0,0.7342836885096611,0,0
