,client_id,stats_timestamp,total_attached_user,total_rejected_user,peak_upload_speed,peak_download_speed,enodeb_shutdown_count,handover_failure_count,bearer_active_user_count,bearer_rejected_user_count,total_users,total_dropped_packets,enodeb_connected_count,enodeb_connection_status,total_tx_data,total_rx_data
20,BETBEL01GYN001,2022-07-15 00:41:17,0,0,40819,0,0,0,0,0,0,0,0,0.0,,
21,BETBEL01GYN001,2022-07-15 00:43:17,0,0,21969,0,0,0,0,0,0,0,0,0.0,,
22,BETBEL01GYN001,2022-07-15 00:45:17,0,0,30204,0,0,0,0,0,0,0,0,0.0,,
23,BETBEL01GYN001,2022-07-15 00:47:17,0,0,36089,0,0,0,0,0,0,0,0,0.0,,
24,BETBEL01GYN001,2022-07-15 00:49:17,0,0,37990,0,0,0,0,0,0,0,0,0.0,,
25,BETBEL01GYN001,2022-07-15 00:51:17,0,0,22236,0,0,0,0,0,0,0,0,0.0,,
26,BETBEL01GYN001,2022-07-15 00:53:17,0,0,36644,0,0,0,0,0,0,0,0,0.0,,
27,BETBEL01GYN001,2022-07-15 00:55:17,0,0,25233,0,0,0,0,0,0,0,0,0.0,,
28,BETBEL01GYN001,2022-07-15 00:57:18,0,0,20181,0,0,0,0,0,0,0,0,0.0,,
29,BETBEL01GYN001,2022-07-15 00:59:18,0,0,46971,0,0,0,0,0,0,0,0,0.0,,
30,BETBEL01GYN001,2022-07-15 01:01:18,0,0,40734,0,0,0,0,0,0,0,0,0.0,,
31,BETBEL01GYN001,2022-07-15 01:03:18,0,0,47856,0,0,0,0,0,0,0,0,0.0,,
32,BETBEL01GYN001,2022-07-15 01:05:18,0,0,36650,0,0,0,0,0,0,0,0,0.0,,
33,BETBEL01GYN001,2022-07-15 01:07:18,0,0,48212,0,0,0,0,0,0,0,0,0.0,,
34,BETBEL01GYN001,2022-07-15 01:09:18,0,0,45006,0,0,0,0,0,0,0,0,0.0,,
35,BETBEL01GYN001,2022-07-15 01:11:18,0,0,23176,0,0,0,0,0,0,0,0,0.0,,
36,BETBEL01GYN001,2022-07-15 01:13:18,0,0,22030,0,0,0,0,0,0,0,0,0.0,,
37,BETBEL01GYN001,2022-07-15 01:15:18,0,0,33812,0,0,0,0,0,0,0,0,0.0,,
38,BETBEL01GYN001,2022-07-15 01:17:19,0,0,43195,0,0,0,0,0,0,0,0,0.0,,
39,BETBEL01GYN001,2022-07-15 01:19:19,0,0,49230,0,0,0,0,0,0,0,0,0.0,,
40,BETBEL01GYN001,2022-07-15 01:21:19,0,0,28454,0,0,0,0,0,0,0,0,0.0,,
41,BETBEL01GYN001,2022-07-15 01:23:19,0,0,42822,0,0,0,0,0,0,0,0,0.0,,
42,BETBEL01GYN001,2022-07-15 01:25:19,0,0,45462,0,0,0,0,0,0,0,0,0.0,,
43,BETBEL01GYN001,2022-07-15 01:27:19,0,0,26620,0,0,0,0,0,0,0,0,0.0,,
44,BETBEL01GYN001,2022-07-15 01:29:19,0,0,49231,0,0,0,0,0,0,0,0,0.0,,
45,BETBEL01GYN001,2022-07-15 01:31:19,0,0,49649,0,0,0,0,0,0,0,0,0.0,,
46,BETBEL01GYN001,2022-07-15 01:33:19,0,0,47034,0,0,0,0,0,0,0,0,0.0,,
47,BETBEL01GYN001,2022-07-15 01:35:19,0,0,45257,0,0,0,0,0,0,0,0,0.0,,
48,BETBEL01GYN001,2022-07-15 01:37:19,0,0,34573,0,0,0,0,0,0,0,0,0.0,,
49,BETBEL01GYN001,2022-07-15 01:39:20,0,0,38842,0,0,0,0,0,0,0,0,0.0,,
50,BETBEL01GYN001,2022-07-15 01:41:20,0,0,32160,0,0,0,0,0,0,0,0,0.0,,
51,BETBEL01GYN001,2022-07-15 01:43:20,0,0,27280,0,0,0,0,0,0,0,0,0.0,,
52,BETBEL01GYN001,2022-07-15 01:45:20,0,0,34094,0,0,0,0,0,0,0,0,0.0,,
53,BETBEL01GYN001,2022-07-15 01:47:20,0,0,30848,0,0,0,0,0,0,0,0,0.0,,
54,BETBEL01GYN001,2022-07-15 01:49:20,0,0,47201,0,0,0,0,0,0,0,0,0.0,,
55,BETBEL01GYN001,2022-07-15 01:51:20,0,0,38844,0,0,0,0,0,0,0,0,0.0,,
56,BETBEL01GYN001,2022-07-15 01:53:20,0,0,42992,0,0,0,0,0,0,0,0,0.0,,
57,BETBEL01GYN001,2022-07-15 01:55:20,0,0,39375,0,0,0,0,0,0,0,0,0.0,,
58,BETBEL01GYN001,2022-07-15 01:57:20,0,0,26184,0,0,0,0,0,0,0,0,0.0,,
59,BETBEL01GYN001,2022-07-15 01:59:20,0,0,22330,0,0,0,0,0,0,0,0,0.0,,
60,BETBEL01GYN001,2022-07-15 02:01:21,0,0,23285,0,0,0,0,0,0,0,0,0.0,,
61,BETBEL01GYN001,2022-07-15 02:03:21,0,0,47512,0,0,0,0,0,0,0,0,0.0,,
62,BETBEL01GYN001,2022-07-15 02:05:21,0,0,21944,0,0,0,0,0,0,0,0,0.0,,
63,BETBEL01GYN001,2022-07-15 02:07:21,0,0,22759,0,0,0,0,0,0,0,0,0.0,,
64,BETBEL01GYN001,2022-07-15 02:09:21,0,0,49329,0,0,0,0,0,0,0,0,0.0,,
65,BETBEL01GYN001,2022-07-15 02:11:21,0,0,33251,0,0,0,0,0,0,0,0,0.0,,
66,BETBEL01GYN001,2022-07-15 02:13:21,0,0,31631,0,0,0,0,0,0,0,0,0.0,,
67,BETBEL01GYN001,2022-07-15 02:15:21,0,0,36893,0,0,0,0,0,0,0,0,0.0,,
68,BETBEL01GYN001,2022-07-15 02:17:21,0,0,37852,0,0,0,0,0,0,0,0,0.0,,
69,BETBEL01GYN001,2022-07-15 02:19:22,0,0,29127,0,0,0,0,0,0,0,0,0.0,,
70,BETBEL01GYN001,2022-07-15 02:21:22,0,0,37823,0,0,0,0,0,0,0,0,0.0,,
71,BETBEL01GYN001,2022-07-15 02:23:22,0,0,37560,0,0,0,0,0,0,0,0,0.0,,
72,BETBEL01GYN001,2022-07-15 02:25:22,0,0,44446,0,0,0,0,0,0,0,0,0.0,,
73,BETBEL01GYN001,2022-07-15 02:27:22,0,0,21232,0,0,0,0,0,0,0,0,0.0,,
74,BETBEL01GYN001,2022-07-15 02:29:22,0,0,46344,0,0,0,0,0,0,0,0,0.0,,
75,BETBEL01GYN001,2022-07-15 02:31:22,0,0,45529,0,0,0,0,0,0,0,0,0.0,,
76,BETBEL01GYN001,2022-07-15 02:33:22,0,0,46927,0,0,0,0,0,0,0,0,0.0,,
77,BETBEL01GYN001,2022-07-15 02:35:22,0,0,33621,0,0,0,0,0,0,0,0,0.0,,
78,BETBEL01GYN001,2022-07-15 02:37:22,0,0,20431,0,0,0,0,0,0,0,0,0.0,,
79,BETBEL01GYN001,2022-07-15 02:39:22,0,0,33592,0,0,0,0,0,0,0,0,0.0,,
80,BETBEL01GYN001,2022-07-15 02:41:23,0,0,35753,0,0,0,0,0,0,0,0,0.0,,
81,BETBEL01GYN001,2022-07-15 02:43:23,0,0,37779,0,0,0,0,0,0,0,0,0.0,,
82,BETBEL01GYN001,2022-07-15 02:45:23,0,0,43729,0,0,0,0,0,0,0,0,0.0,,
83,BETBEL01GYN001,2022-07-15 02:47:23,0,0,23714,0,0,0,0,0,0,0,0,0.0,,
84,BETBEL01GYN001,2022-07-15 02:49:23,0,0,27645,0,0,0,0,0,0,0,0,0.0,,
85,BETBEL01GYN001,2022-07-15 02:51:23,0,0,48745,0,0,0,0,0,0,0,0,0.0,,
86,BETBEL01GYN001,2022-07-15 02:53:23,0,0,35006,0,0,0,0,0,0,0,0,0.0,,
87,BETBEL01GYN001,2022-07-15 02:55:23,0,0,48656,0,0,0,0,0,0,0,0,0.0,,
88,BETBEL01GYN001,2022-07-15 02:57:23,0,0,29735,0,0,0,0,0,0,0,0,0.0,,
89,BETBEL01GYN001,2022-07-15 02:59:23,0,0,31021,0,0,0,0,0,0,0,0,0.0,,
90,BETBEL01GYN001,2022-07-15 03:01:24,0,0,49035,0,0,0,0,0,0,0,0,0.0,,
91,BETBEL01GYN001,2022-07-15 03:03:24,0,0,26117,0,0,0,0,0,0,0,0,0.0,,
92,BETBEL01GYN001,2022-07-15 03:05:24,0,0,34819,0,0,0,0,0,0,0,0,0.0,,
93,BETBEL01GYN001,2022-07-15 03:07:24,0,0,36806,0,0,0,0,0,0,0,0,0.0,,
94,BETBEL01GYN001,2022-07-15 03:09:24,0,0,42514,0,0,0,0,0,0,0,0,0.0,,
95,BETBEL01GYN001,2022-07-15 03:11:24,0,0,38339,0,0,0,0,0,0,0,0,0.0,,
96,BETBEL01GYN001,2022-07-15 03:13:24,0,0,24255,0,0,0,0,0,0,0,0,0.0,,
97,BETBEL01GYN001,2022-07-15 03:15:24,0,0,38022,0,0,0,0,0,0,0,0,0.0,,
98,BETBEL01GYN001,2022-07-15 03:17:24,0,0,25962,0,0,0,0,0,0,0,0,0.0,,
99,BETBEL01GYN001,2022-07-15 03:19:24,0,0,32073,0,0,0,0,0,0,0,0,0.0,,
100,BETBEL01GYN001,2022-07-15 03:21:24,0,0,39626,0,0,0,0,0,0,0,0,0.0,,
101,BETBEL01GYN001,2022-07-15 03:23:25,0,0,44241,0,0,0,0,0,0,0,0,0.0,,
102,BETBEL01GYN001,2022-07-15 03:25:25,0,0,35318,0,0,0,0,0,0,0,0,0.0,,
103,BETBEL01GYN001,2022-07-15 03:27:25,0,0,36300,0,0,0,0,0,0,0,0,0.0,,
104,BETBEL01GYN001,2022-07-15 03:29:25,0,0,36912,0,0,0,0,0,0,0,0,0.0,,
105,BETBEL01GYN001,2022-07-15 03:31:25,0,0,25841,0,0,0,0,0,0,0,0,0.0,,
106,BETBEL01GYN001,2022-07-15 03:33:25,0,0,45427,0,0,0,0,0,0,0,0,0.0,,
107,BETBEL01GYN001,2022-07-15 03:35:25,0,0,39833,0,0,0,0,0,0,0,0,0.0,,
108,BETBEL01GYN001,2022-07-15 03:37:25,0,0,38352,0,0,0,0,0,0,0,0,0.0,,
109,BETBEL01GYN001,2022-07-15 03:39:25,0,0,32900,0,0,0,0,0,0,0,0,0.0,,
110,BETBEL01GYN001,2022-07-15 03:41:25,0,0,31398,0,0,0,0,0,0,0,0,0.0,,
111,BETBEL01GYN001,2022-07-15 03:43:26,0,0,45724,0,0,0,0,0,0,0,0,0.0,,
112,BETBEL01GYN001,2022-07-15 03:45:26,0,0,30170,0,0,0,0,0,0,0,0,0.0,,
113,BETBEL01GYN001,2022-07-15 03:47:26,0,0,43420,0,0,0,0,0,0,0,0,0.0,,
114,BETBEL01GYN001,2022-07-15 03:49:26,0,0,23106,0,0,0,0,0,0,0,0,0.0,,
115,BETBEL01GYN001,2022-07-15 03:51:26,0,0,48562,0,0,0,0,0,0,0,0,0.0,,
116,BETBEL01GYN001,2022-07-15 03:53:26,0,0,41679,0,0,0,0,0,0,0,0,0.0,,
117,BETBEL01GYN001,2022-07-15 03:55:26,0,0,23264,0,0,0,0,0,0,0,0,0.0,,
118,BETBEL01GYN001,2022-07-15 03:57:26,0,0,26233,0,0,0,0,0,0,0,0,0.0,,
119,BETBEL01GYN001,2022-07-15 03:59:26,0,0,43711,0,0,0,0,0,0,0,0,0.0,,
120,BETBEL01GYN001,2022-07-15 04:01:27,0,0,44662,0,0,0,0,0,0,0,0,0.0,,
121,BETBEL01GYN001,2022-07-15 04:03:27,0,0,28210,0,0,0,0,0,0,0,0,0.0,,
122,BETBEL01GYN001,2022-07-15 04:05:27,0,0,41754,0,0,0,0,0,0,0,0,0.0,,
123,BETBEL01GYN001,2022-07-15 04:07:27,0,0,47029,0,0,0,0,0,0,0,0,0.0,,
124,BETBEL01GYN001,2022-07-15 04:09:27,0,0,38622,0,0,0,0,0,0,0,0,0.0,,
125,BETBEL01GYN001,2022-07-15 04:11:27,0,0,44126,0,0,0,0,0,0,0,0,0.0,,
126,BETBEL01GYN001,2022-07-15 04:13:27,0,0,29661,0,0,0,0,0,0,0,0,0.0,,
127,BETBEL01GYN001,2022-07-15 04:15:27,0,0,36524,0,0,0,0,0,0,0,0,0.0,,
128,BETBEL01GYN001,2022-07-15 04:17:27,0,0,43218,0,0,0,0,0,0,0,0,0.0,,
129,BETBEL01GYN001,2022-07-15 04:19:27,0,0,48667,0,0,0,0,0,0,0,0,0.0,,
130,BETBEL01GYN001,2022-07-15 04:21:27,0,0,32883,0,0,0,0,0,0,0,0,0.0,,
131,BETBEL01GYN001,2022-07-15 04:23:28,0,0,28352,0,0,0,0,0,0,0,0,0.0,,
132,BETBEL01GYN001,2022-07-15 04:25:28,0,0,46103,0,0,0,0,0,0,0,0,0.0,,
133,BETBEL01GYN001,2022-07-15 04:27:28,0,0,23042,0,0,0,0,0,0,0,0,0.0,,
134,BETBEL01GYN001,2022-07-15 04:29:28,0,0,23666,0,0,0,0,0,0,0,0,0.0,,
135,BETBEL01GYN001,2022-07-15 04:31:28,0,0,45037,0,0,0,0,0,0,0,0,0.0,,
136,BETBEL01GYN001,2022-07-15 04:33:28,0,0,45984,0,0,0,0,0,0,0,0,0.0,,
137,BETBEL01GYN001,2022-07-15 04:35:28,0,0,40362,0,0,0,0,0,0,0,0,0.0,,
138,BETBEL01GYN001,2022-07-15 04:37:28,0,0,40183,0,0,0,0,0,0,0,0,0.0,,
139,BETBEL01GYN001,2022-07-15 04:39:28,0,0,26043,0,0,0,0,0,0,0,0,0.0,,
140,BETBEL01GYN001,2022-07-15 04:41:28,0,0,45105,0,0,0,0,0,0,0,0,0.0,,
141,BETBEL01GYN001,2022-07-15 04:43:28,0,0,35109,0,0,0,0,0,0,0,0,0.0,,
142,BETBEL01GYN001,2022-07-15 04:45:29,0,0,48941,0,0,0,0,0,0,0,0,0.0,,
143,BETBEL01GYN001,2022-07-15 04:47:29,0,0,31464,0,0,0,0,0,0,0,0,0.0,,
144,BETBEL01GYN001,2022-07-15 04:49:29,0,0,39532,0,0,0,0,0,0,0,0,0.0,,
145,BETBEL01GYN001,2022-07-15 04:51:29,0,0,34873,0,0,0,0,0,0,0,0,0.0,,
146,BETBEL01GYN001,2022-07-15 04:53:29,0,0,44083,0,0,0,0,0,0,0,0,0.0,,
147,BETBEL01GYN001,2022-07-15 04:55:29,0,0,40425,0,0,0,0,0,0,0,0,0.0,,
148,BETBEL01GYN001,2022-07-15 04:57:29,0,0,23189,0,0,0,0,0,0,0,0,0.0,,
149,BETBEL01GYN001,2022-07-15 04:59:29,0,0,22687,0,0,0,0,0,0,0,0,0.0,,
150,BETBEL01GYN001,2022-07-15 05:01:29,0,0,32980,0,0,0,0,0,0,0,0,0.0,,
151,BETBEL01GYN001,2022-07-15 05:03:29,0,0,37906,0,0,0,0,0,0,0,0,0.0,,
152,BETBEL01GYN001,2022-07-15 05:05:30,0,0,44369,0,0,0,0,0,0,0,0,0.0,,
153,BETBEL01GYN001,2022-07-15 05:07:30,0,0,48261,0,0,0,0,0,0,0,0,0.0,,
154,BETBEL01GYN001,2022-07-15 05:09:30,0,0,49448,0,0,0,0,0,0,0,0,0.0,,
155,BETBEL01GYN001,2022-07-15 05:11:30,0,0,21893,0,0,0,0,0,0,0,0,0.0,,
156,BETBEL01GYN001,2022-07-15 05:13:30,0,0,27453,0,0,0,0,0,0,0,0,0.0,,
157,BETBEL01GYN001,2022-07-15 05:15:30,0,0,30431,0,0,0,0,0,0,0,0,0.0,,
158,BETBEL01GYN001,2022-07-15 05:17:30,0,0,21016,0,0,0,0,0,0,0,0,0.0,,
159,BETBEL01GYN001,2022-07-15 05:19:30,0,0,32202,0,0,0,0,0,0,0,0,0.0,,
160,BETBEL01GYN001,2022-07-15 05:21:30,0,0,45074,0,0,0,0,0,0,0,0,0.0,,
161,BETBEL01GYN001,2022-07-15 05:23:30,0,0,23578,0,0,0,0,0,0,0,0,0.0,,
162,BETBEL01GYN001,2022-07-15 05:25:30,0,0,28177,0,0,0,0,0,0,0,0,0.0,,
163,BETBEL01GYN001,2022-07-15 05:27:31,0,0,39972,0,0,0,0,0,0,0,0,0.0,,
164,BETBEL01GYN001,2022-07-15 05:29:31,0,0,30283,0,0,0,0,0,0,0,0,0.0,,
165,BETBEL01GYN001,2022-07-15 05:31:31,0,0,27484,0,0,0,0,0,0,0,0,0.0,,
166,BETBEL01GYN001,2022-07-15 05:33:31,0,0,45195,0,0,0,0,0,0,0,0,0.0,,
167,BETBEL01GYN001,2022-07-15 05:35:31,0,0,20895,0,0,0,0,0,0,0,0,0.0,,
168,BETBEL01GYN001,2022-07-15 05:37:31,0,0,24774,0,0,0,0,0,0,0,0,0.0,,
169,BETBEL01GYN001,2022-07-15 05:39:31,0,0,28427,0,0,0,0,0,0,0,0,0.0,,
170,BETBEL01GYN001,2022-07-15 05:41:31,0,0,22071,0,0,0,0,0,0,0,0,0.0,,
171,BETBEL01GYN001,2022-07-15 05:43:31,0,0,32984,0,0,0,0,0,0,0,0,0.0,,
172,BETBEL01GYN001,2022-07-15 05:45:31,0,0,24193,0,0,0,0,0,0,0,0,0.0,,
173,BETBEL01GYN001,2022-07-15 05:47:31,0,0,35710,0,0,0,0,0,0,0,0,0.0,,
174,BETBEL01GYN001,2022-07-15 05:49:32,0,0,23434,0,0,0,0,0,0,0,0,0.0,,
175,BETBEL01GYN001,2022-07-15 05:51:32,0,0,27463,0,0,0,0,0,0,0,0,0.0,,
176,BETBEL01GYN001,2022-07-15 05:53:32,0,0,31771,0,0,0,0,0,0,0,0,0.0,,
177,BETBEL01GYN001,2022-07-15 05:55:32,0,0,29571,0,0,0,0,0,0,0,0,0.0,,
178,BETBEL01GYN001,2022-07-15 05:57:32,0,0,31907,0,0,0,0,0,0,0,0,0.0,,
179,BETBEL01GYN001,2022-07-15 05:59:32,0,0,21114,0,0,0,0,0,0,0,0,0.0,,
180,BETBEL01GYN001,2022-07-15 06:01:32,0,0,30481,0,0,0,0,0,0,0,0,0.0,,
181,BETBEL01GYN001,2022-07-15 06:03:32,0,0,24296,0,0,0,0,0,0,0,0,0.0,,
182,BETBEL01GYN001,2022-07-15 06:05:32,0,0,49203,0,0,0,0,0,0,0,0,0.0,,
183,BETBEL01GYN001,2022-07-15 06:07:32,0,0,27830,0,0,0,0,0,0,0,0,0.0,,
184,BETBEL01GYN001,2022-07-15 06:09:33,0,0,41834,0,0,0,0,0,0,0,0,0.0,,
185,BETBEL01GYN001,2022-07-15 06:11:33,0,0,26096,0,0,0,0,0,0,0,0,0.0,,
186,BETBEL01GYN001,2022-07-15 06:13:33,0,0,42836,0,0,0,0,0,0,0,0,0.0,,
187,BETBEL01GYN001,2022-07-15 06:15:33,0,0,27494,0,0,0,0,0,0,0,0,0.0,,
188,BETBEL01GYN001,2022-07-15 06:17:33,0,0,23902,0,0,0,0,0,0,0,0,0.0,,
189,BETBEL01GYN001,2022-07-15 06:19:33,0,0,36979,0,0,0,0,0,0,0,0,0.0,,
190,BETBEL01GYN001,2022-07-15 06:21:33,0,0,20928,0,0,0,0,0,0,0,0,0.0,,
191,BETBEL01GYN001,2022-07-15 06:23:33,0,0,48974,0,0,0,0,0,0,0,0,0.0,,
192,BETBEL01GYN001,2022-07-15 06:25:33,0,0,23198,0,0,0,0,0,0,0,0,0.0,,
193,BETBEL01GYN001,2022-07-15 06:27:33,0,0,42672,0,0,0,0,0,0,0,0,0.0,,
194,BETBEL01GYN001,2022-07-15 06:29:34,0,0,36200,0,0,0,0,0,0,0,0,0.0,,
195,BETBEL01GYN001,2022-07-15 06:31:34,0,0,35586,0,0,0,0,0,0,0,0,0.0,,
196,BETBEL01GYN001,2022-07-15 06:33:34,0,0,31254,0,0,0,0,0,0,0,0,0.0,,
197,BETBEL01GYN001,2022-07-15 06:35:34,0,0,47040,0,0,0,0,0,0,0,0,0.0,,
198,BETBEL01GYN001,2022-07-15 06:37:34,0,0,43112,0,0,0,0,0,0,0,0,0.0,,
199,BETBEL01GYN001,2022-07-15 06:39:34,0,0,29896,0,0,0,0,0,0,0,0,0.0,,
200,BETBEL01GYN001,2022-07-15 06:41:34,0,0,41303,0,0,0,0,0,0,0,0,0.0,,
201,BETBEL01GYN001,2022-07-15 06:43:34,0,0,28148,0,0,0,0,0,0,0,0,0.0,,
202,BETBEL01GYN001,2022-07-15 06:45:34,0,0,41027,0,0,0,0,0,0,0,0,0.0,,
203,BETBEL01GYN001,2022-07-15 06:47:35,0,0,37565,0,0,0,0,0,0,0,0,0.0,,
204,BETBEL01GYN001,2022-07-15 06:49:35,0,0,25032,0,0,0,0,0,0,0,0,0.0,,
205,BETBEL01GYN001,2022-07-15 06:51:35,0,0,44094,0,0,0,0,0,0,0,0,0.0,,
206,BETBEL01GYN001,2022-07-15 06:53:35,0,0,23465,0,0,0,0,0,0,0,0,0.0,,
207,BETBEL01GYN001,2022-07-15 06:55:35,0,0,22346,0,0,0,0,0,0,0,0,0.0,,
208,BETBEL01GYN001,2022-07-15 06:57:35,0,0,21215,0,0,0,0,0,0,0,0,0.0,,
209,BETBEL01GYN001,2022-07-15 06:59:35,0,0,38372,0,0,0,0,0,0,0,0,0.0,,
210,BETBEL01GYN001,2022-07-15 07:01:35,0,0,33386,0,0,0,0,0,0,0,0,0.0,,
211,BETBEL01GYN001,2022-07-15 07:03:35,0,0,26830,0,0,0,0,0,0,0,0,0.0,,
212,BETBEL01GYN001,2022-07-15 07:05:35,0,0,48381,0,0,0,0,0,0,0,0,0.0,,
213,BETBEL01GYN001,2022-07-15 07:07:36,0,0,33932,0,0,0,0,0,0,0,0,0.0,,
214,BETBEL01GYN001,2022-07-15 07:09:36,0,0,38246,0,0,0,0,0,0,0,0,0.0,,
215,BETBEL01GYN001,2022-07-15 07:11:36,0,0,46090,0,0,0,0,0,0,0,0,0.0,,
216,BETBEL01GYN001,2022-07-15 07:13:36,0,0,47451,0,0,0,0,0,0,0,0,0.0,,
217,BETBEL01GYN001,2022-07-15 07:15:36,0,0,33373,0,0,0,0,0,0,0,0,0.0,,
218,BETBEL01GYN001,2022-07-15 07:17:36,0,0,21111,0,0,0,0,0,0,0,0,0.0,,
219,BETBEL01GYN001,2022-07-15 07:19:36,0,0,39897,0,0,0,0,0,0,0,0,0.0,,
220,BETBEL01GYN001,2022-07-15 07:21:36,0,0,29503,0,0,0,0,0,0,0,0,0.0,,
221,BETBEL01GYN001,2022-07-15 07:23:36,0,0,37109,0,0,0,0,0,0,0,0,0.0,,
222,BETBEL01GYN001,2022-07-15 07:25:36,0,0,21057,0,0,0,0,0,0,0,0,0.0,,
223,BETBEL01GYN001,2022-07-15 07:27:37,0,0,46638,0,0,0,0,0,0,0,0,0.0,,
224,BETBEL01GYN001,2022-07-15 07:29:37,0,0,29606,0,0,0,0,0,0,0,0,0.0,,
225,BETBEL01GYN001,2022-07-15 07:31:37,0,0,27831,0,0,0,0,0,0,0,0,0.0,,
226,BETBEL01GYN001,2022-07-15 07:33:37,0,0,28636,0,0,0,0,0,0,0,0,0.0,,
227,BETBEL01GYN001,2022-07-15 07:35:37,0,0,33587,0,0,0,0,0,0,0,0,0.0,,
228,BETBEL01GYN001,2022-07-15 07:37:37,0,0,41494,0,0,0,0,0,0,0,0,0.0,,
229,BETBEL01GYN001,2022-07-15 07:39:37,0,0,36349,0,0,0,0,0,0,0,0,0.0,,
230,BETBEL01GYN001,2022-07-15 07:41:37,0,0,35061,0,0,0,0,0,0,0,0,0.0,,
231,BETBEL01GYN001,2022-07-15 07:43:37,0,0,37600,0,0,0,0,0,0,0,0,0.0,,
232,BETBEL01GYN001,2022-07-15 07:45:37,0,0,28589,0,0,0,0,0,0,0,0,0.0,,
233,BETBEL01GYN001,2022-07-15 07:47:38,0,0,36087,0,0,0,0,0,0,0,0,0.0,,
234,BETBEL01GYN001,2022-07-15 07:49:38,0,0,25306,0,0,0,0,0,0,0,0,0.0,,
235,BETBEL01GYN001,2022-07-15 07:51:38,0,0,23663,0,0,0,0,0,0,0,0,0.0,,
236,BETBEL01GYN001,2022-07-15 07:53:38,0,0,22260,0,0,0,0,0,0,0,0,0.0,,
237,BETBEL01GYN001,2022-07-15 07:55:38,0,0,21437,0,0,0,0,0,0,0,0,0.0,,
238,BETBEL01GYN001,2022-07-15 07:57:38,0,0,45111,0,0,0,0,0,0,0,0,0.0,,
239,BETBEL01GYN001,2022-07-15 07:59:38,0,0,28003,0,0,0,0,0,0,0,0,0.0,,
240,BETBEL01GYN001,2022-07-15 08:01:38,0,0,27794,0,0,0,0,0,0,0,0,0.0,,
241,BETBEL01GYN001,2022-07-15 08:03:38,0,0,47081,0,0,0,0,0,0,0,0,0.0,,
242,BETBEL01GYN001,2022-07-15 08:05:38,0,0,24834,0,0,0,0,0,0,0,0,0.0,,
243,BETBEL01GYN001,2022-07-15 08:07:39,0,0,47246,0,0,0,0,0,0,0,0,0.0,,
244,BETBEL01GYN001,2022-07-15 08:09:39,0,0,30790,0,0,0,0,0,0,0,0,0.0,,
245,BETBEL01GYN001,2022-07-15 08:11:39,0,0,47939,0,0,0,0,0,0,0,0,0.0,,
246,BETBEL01GYN001,2022-07-15 08:13:39,0,0,22989,0,0,0,0,0,0,0,0,0.0,,
247,BETBEL01GYN001,2022-07-15 08:15:39,0,0,24915,0,0,0,0,0,0,0,0,0.0,,
248,BETBEL01GYN001,2022-07-15 08:17:39,0,0,37112,0,0,0,0,0,0,0,0,0.0,,
